ORDER_ID;SALES;ORDERDATE;STATUS;CUSTOMERNAME;PHONE;CONTACTLASTNAME;CONTACTFIRSTNAME;prev_orderdate;elapsed_days
10346;1517;11/29/2004;Shipped   ;Signal Gift Stores                ;7025551838                    ;King       ;Sue       ;08/06/2004;115
10270;4905;07/19/2004;Shipped   ;Souveniers And Things Co.         ;+61 2 9495 8555               ;Huxley     ;Adrian    ;07/16/2003;369
10361;1451;12/17/2004;Shipped   ;Souveniers And Things Co.         ;+61 2 9495 8555               ;Huxley     ;Adrian    ;07/19/2004;151
10175;5363;11/06/2003;Shipped   ;Stylish Desk Decors, Co.          ;(171) 555-0297                ;Brown      ;Ann       ;06/12/2003;147
10351;3881;12/03/2004;Shipped   ;Stylish Desk Decors, Co.          ;(171) 555-0297                ;Brown      ;Ann       ;11/06/2003;393
10247;10606;05/05/2004;Shipped   ;Suominen Souveniers               ;+358 9 8045 555               ;Suominen   ;Kalle     ;08/01/2003;278
10363;2818;01/06/2005;Shipped   ;Suominen Souveniers               ;+358 9 8045 555               ;Suominen   ;Kalle     ;05/05/2004;246
10245;6120;05/04/2004;Shipped   ;Super Scale Inc.                  ;2035559545                    ;Murphy     ;Leslie    ;11/26/2003;160
10168;3480;10/28/2003;Shipped   ;Technics Stores Inc.              ;6505556809                    ;Hirano     ;Juri      ;07/24/2003;96
10317;2916;11/02/2004;Shipped   ;Technics Stores Inc.              ;6505556809                    ;Hirano     ;Juri      ;10/28/2003;371
10362;3664;01/05/2005;Shipped   ;Technics Stores Inc.              ;6505556809                    ;Hirano     ;Juri      ;11/02/2004;64
10251;3189;05/18/2004;Shipped   ;Tekni Collectables Inc.           ;2015559350                    ;Brown      ;William   ;03/29/2004;50
10257;4407;06/14/2004;Shipped   ;The Sharp Gifts Warehouse         ;4085553659                    ;Frick      ;Sue       ;05/11/2004;34
10400;9661;04/01/2005;Shipped   ;The Sharp Gifts Warehouse         ;4085553659                    ;Frick      ;Sue       ;06/14/2004;291
10339;2757;11/23/2004;Shipped   ;Tokyo Collectables, Ltd           ;+81 3 3584 0555               ;Shimamura  ;Akiko     ;06/15/2004;161
10372;5862;01/26/2005;Shipped   ;Tokyo Collectables, Ltd           ;+81 3 3584 0555               ;Shimamura  ;Akiko     ;11/23/2004;64
10408;554;04/22/2005;Shipped   ;Tokyo Collectables, Ltd           ;+81 3 3584 0555               ;Shimamura  ;Akiko     ;01/26/2005;86
10310;6935;10/16/2004;Shipped   ;Toms Spezialit„ten, Ltd           ;0221-5554327                  ;Pfalzheim  ;Henriette ;11/20/2003;331
10299;2597;09/30/2004;Shipped   ;Toys of Finland, Co.              ;90-224 8555                   ;Karttunen  ;Matti     ;10/06/2003;360
10377;1628;02/09/2005;Shipped   ;Toys of Finland, Co.              ;90-224 8555                   ;Karttunen  ;Matti     ;09/30/2004;132
10189;4512;11/18/2003;Shipped   ;Toys4GrownUps.com                 ;6265557265                    ;Young      ;Julie     ;08/25/2003;85
10403;2435;04/08/2005;Shipped   ;UK Collectables, Ltd.             ;(171) 555-2282                ;Devon      ;Elizabeth ;10/06/2003;550
10287;3432;08/30/2004;Shipped   ;Vida Sport, Ltd                   ;0897-034555                   ;Holz       ;Michael   ;02/22/2004;190
10237;2333;04/05/2004;Shipped   ;Vitachrome Inc.                   ;2125551500                    ;Frick      ;Michael   ;01/10/2003;451
10324;1467;11/05/2004;Shipped   ;Vitachrome Inc.                   ;2125551500                    ;Frick      ;Michael   ;04/05/2004;214
10320;6876;11/03/2004;Shipped   ;Volvo Model Replicas, Co          ;0921-12 3555                  ;Berglund   ;Christina ;03/24/2003;590
10215;6075;01/29/2004;Shipped   ;West Coast Collectables Co.       ;3105553722                    ;Thompson   ;Steve     ;12/01/2003;59
